LOG_FILE:
alpha:0.5
timer_interval:1500
initial_value:35
2001:660:4701:f080::d
LEGEND:
time[ms];consensus_value
FIRST_DATA
IP_address:2001:660:3207:400::6d
IP_neighbors:
2001:660:5307:3000::61
0;35
679;60
727;60
759;49
816;49
2276;49
2318;49
2665;50
3795;50
3841;45.406341552734375
3856;44.019622802734375
4703;46.31645202636719
5320;46.31645202636719
5401;42.52156448364258
6743;43.43382549460239
6913;40.62475252611193
6926;40.62475252611193
6962;42.02928901035716
8449;42.02928901035716
8483;41.32702076823455
8783;41.925838461917564
9967;41.925838461917564
9994;40.017293127679146
10019;40.128614208099634
10820;41.08288687521885
11485;41.08288687521885
11527;39.482810388173085
12861;40.65765906444065
13002;40.65765906444065
13034;39.25604191960244
13045;39.25604191960244
14519;39.25604191960244
14549;39.25604191960244
14898;40.33828132116143
16032;40.33828132116143
16066;40.76787337132353
16085;39.36412373656863
16941;40.06599855394609
17549;40.06599855394609
17584;39.161037946949506
18977;40.210428716965524
19067;40.210428716965524
19101;40.210428716965524
19123;39.23472709741435
20585;39.23472709741435
20620;39.23472709741435
21022;40.20092179375126
22105;40.20092179375126
22155;40.62701208100583
22167;39.589717114886824
23061;40.10836459794632
23622;40.10836459794632
23668;39.502631805351335
25099;40.37166671947067
25164;40.37166671947067
25200;39.62645478892649
25210;39.62645478892648
26687;39.62645478892648
26718;39.62645478892649
27146;40.41786748900057
28197;40.41786748900057
28231;40.79857517152891
28298;39.978911822416784
29160;40.38874349697285
29720;40.38874349697285
29755;39.92628856683697
31193;40.618828806104666
31254;40.618828806104666
31288;40.618828806104666
31414;40.05623076766619
32826;40.05623076766619
32866;40.05623076766619
33237;40.6416704680333
34390;40.6416704680333
34447;40.18291148214156
34458;40.49512723692447
35294;40.724506729870335
35908;40.724506729870335
35943;40.30418493552831
37324;40.864615709129524
37428;40.864615709129524
37462;40.864615709129524
37482;40.41281267265635
38945;40.41281267265635
38976;40.41281267265636
39359;40.95015772592372
40458;40.95015772592372
40513;40.554492865391516
40624;40.84806757932467
41426;41.04590000959077
41979;41.04590000959077
42036;40.67603531055318
43497;41.16267336756292
43513;41.16267336756292
43552;41.16267336756292
43575;40.78551607010744
45053;40.78551607010744
45088;40.78551607010745
45504;41.25149776127859
46574;41.25149776127859
46608;41.49229366883982
46620;41.04053160507773
47535;41.266412636958776
48091;41.266412636958776
48126;41.02504931178916
49577;41.39396661964419
49607;41.39396661964419
49639;41.39396661964419
49657;41.10295054704055
51127;41.10295054704055
51169;41.10295054704055
51607;41.43775324351461
52647;41.43775324351461
52681;41.68368126254852
52734;41.312763149515604
53646;41.49822220603206
54165;41.49822220603206
54223;41.2982910941447
55673;41.62031555112096
55713;41.62031555112096
55747;41.62031555112097
55817;41.37114157409915
57232;41.37114157409915
57285;41.371141574099155
57726;41.666062320946715
58758;41.666062320946715
58798;41.87262006132724
58876;41.5543335138446
59773;41.71347678758592
60279;41.71347678758592
60313;41.543051217446845
61801;41.543051217446845
61825;41.816442450601684
61845;42.089833683756524
61908;41.74191039218093
63320;41.74191039218093
63353;41.74191039218093
63846;41.85960044566722
64835;41.85960044566722
64888;41.85960044566721
64941;41.68626055809972
65916;42.01131366414737
66351;42.01131366414737
66381;41.79881866119149
67864;41.79881866119149
67898;42.04500395621257
67935;42.04500395621257
67977;41.84366496934
69385;41.84366496934
69414;41.84366496934
69968;42.0615157546661
70898;42.0615157546661
70932;42.0615157546661
71010;41.88114184847824
72048;42.080794477698426
72413;42.080794477698426
72447;41.930852910813954
73932;41.930852910813954
74010;42.128166550868436
74045;41.96950214969583
74076;42.048834350282135
75452;42.048834350282135
75477;42.009168249988974
76109;42.17732036125449
76965;42.17732036125449
76999;42.177320361254495
77084;42.026200863793676
78139;42.206210067902155
78484;42.206210067902155
78518;42.07495254268974
80003;42.07495254268974
80037;42.25840015962268
80122;42.11623869120341
80169;42.187319425413044
81520;42.187319425413044
81565;42.15177905830822
82197;42.297891433740396
83041;42.297891433740396
83075;42.2978914337404
83155;42.16657720379525
84238;42.32576760463054
84561;42.32576760463054
84640;42.21142753552695
86081;42.21142753552695
86111;42.37408073254708
86197;42.249933562415826
86266;42.31200714748145
87620;42.31200714748145
87651;42.280970354948636
88297;42.40281247639537
89151;42.40281247639537
89205;42.40281247639537
89246;42.29226789269076
90324;42.43079431153433
90673;42.43079431153433
90708;42.339405668458035
92195;42.339405668458035
92229;42.4792442922923
92307;42.37790177796987
92365;42.42857303513109
93717;42.42857303513109
93748;42.403237406550474
94395;42.51657910705279
95240;42.51657910705279
95274;42.51657910705279
95345;42.4225649102528
96422;42.543404422748054
96775;42.543404422748054
96809;42.45938248025951
98295;42.45938248025951
98328;42.583593220295946
98378;42.500482364655596
98457;42.54203779247577
99810;42.54203779247577
99842;42.51175294344321
100495;42.6189190586218
101320;42.6189190586218
101353;42.6189190586218
101410;42.52943102546305
102524;42.64276688891286
102836;42.64276688891286
102872;42.563066371077824
104352;42.563066371077824
104385;42.67754178702107
104564;42.67754178702107
104589;42.590690079331964
105945;42.590690079331964
105989;42.59069007933196
106591;42.7050681800599
107536;42.7050681800599
107569;42.7050681800599
107620;42.61979163647314
108628;42.724845313658214
109051;42.724845313658214
109086;42.65085509765438
110569;42.65085509765438
110602;42.755002094815346
110651;42.67533422367198
110670;42.71516815924367
112089;42.71516815924367
112124;42.69525119145783
112696;42.778529512734124
113606;42.778529512734124
113639;42.778529512734124
113684;42.704638929687526
114727;42.796309205675186
115123;42.796309205675186
115157;42.73075770681042
116642;42.73075770681042
116682;42.82314011730608
116717;42.76056103734206
116759;42.79185057732407
118165;42.79185057732407
118198;42.76758919140237
118795;42.843464776763874
119680;42.843464776763874
119713;42.84346477676388
119750;42.77693462675751
120825;42.85859550401112
121200;42.85859550401112
121234;42.800020983086114
122722;42.800020983086114
122755;42.88198769057243
122783;42.826360706598024
122859;42.85417419858523
124242;42.85417419858523
124277;42.818716284847774
124943;42.95528896096597
125763;42.95528896096597
125796;42.95528896096597
125815;42.86941798851041
126997;42.92888770406621
127284;42.92888770406621
127318;42.876764493411606
128804;42.876764493411606
128837;42.93973809100696
128855;42.89522048954562
129033;42.91747929027629
130325;42.91747929027629
130354;42.887247834390635
131064;42.94963463142857
131835;42.94963463142857
131869;42.949634631428566
131887;42.904212348644016
133095;42.96442936301324
133350;42.96442936301324
133384;42.92225658154308
134866;42.92225658154308
134895;42.95839722587046
134921;42.92978370833923
135121;42.94409046710484
136378;42.94409046710484
136407;42.92390829706505
137153;42.97375004506547
137887;42.97375004506547
137920;42.97375004506547
137952;42.938447017587066
139182;43.01522343722417
139409;43.01522343722417
139442;42.967470987585074
140926;42.967470987585074
140951;43.0105413173139
140984;42.97706804003972
141212;42.99380467867681
142436;42.99380467867681
142470;42.97187558470179
143322;43.03515681032666
143953;43.03515681032666
143981;43.03515681032666
144014;42.9924643874137
145352;43.04736362600218
145472;43.04736362600218
145504;43.00875330735098
146994;43.00875330735098
147027;43.05651450998482
147053;43.02298132900509
147387;43.03974791949496
148512;43.03974791949496
148546;43.01795929116539
149420;43.06560353365792
150031;43.06560353365792
150063;43.06560353365792
150091;43.0307574387392
151449;43.07416456035644
151546;43.07416456035644
151576;43.05246099954782
153056;43.05246099954782
153088;43.087620680320356
153158;43.05521081628971
153477;43.07141574830503
154578;43.07141574830503
154612;43.051580524438535
155510;43.09426252995868
156097;43.09426252995868
156130;43.094262529958684
156194;43.06318682438125
157545;43.09902509257731
157613;43.09902509257731
157647;43.081105958479284
159134;43.081105958479284
159166;43.111314943471996
159224;43.08312053427366
159577;43.09721773887283
160653;43.09721773887283
160687;43.080688360009546
161611;43.119301977242706
162172;43.119301977242706
162205;43.119301977242706
162253;43.091774528231014
163645;43.128449691224006
163689;43.128449691224006
163720;43.11011210972751
165201;43.11011210972751
165234;43.13981831141539
165289;43.10016804034697
165675;43.11999317588118
166723;43.11999317588118
166757;43.10701019066743
167710;43.14303758905439
168242;43.14303758905439
168275;43.14303758905439
168320;43.11921737518626
169744;43.151410905595924
169762;43.151410905595924
169796;43.13531414039109
171283;43.13531414039109
171316;43.16145883116513
171348;43.137531434062446
171781;43.14949513261379
172804;43.14949513261379
172839;43.135356690571264
173817;43.16676939810122
174323;43.16676939810122
174356;43.16676939810122
174472;43.14534078342196
175842;43.14534078342196
175855;43.173686754001096
175878;43.173686754001096
177363;43.173686754001096
177397;43.189490192356644
177592;43.16155376476523
177883;43.17552197856094
178885;43.17552197856094
178995;43.160599069585665
179916;43.18802780853058
180488;43.18802780853058
180520;43.18802780853058
180635;43.16755866409655
181948;43.19372210325085
182005;43.19372210325085
182038;43.180640383673705
183522;43.180640383673705
183555;43.20143199078227
183665;43.18215410832987
183982;43.19179304955607
185043;43.19179304955607
185076;43.18037817336739
186020;43.20519056963037
186561;43.20519056963037
186593;43.20519056963037
186696;43.18673719717685
188051;43.20985614243422
188076;43.20985614243422
188109;43.198296669805536
189594;43.198296669805536
189626;43.21647130901124
189735;43.199376341802285
190084;43.20792382540676
191109;43.20792382540676
191143;43.197396257706814
192120;43.21951355614056
192626;43.21951355614056
192659;43.21951355614057
192825;43.20310509766787
194145;43.20310509766787
194193;43.22368600177761
194217;43.223686001777615
195696;43.223686001777615
195728;43.234684767119404
195855;43.21428194139019
196183;43.2244833542548
197246;43.2244833542548
197280;43.213268509224136
198218;43.232973782090575
198765;43.232973782090575
198797;43.23297378209057
198885;43.217657077908726
200250;43.23611618032407
200283;43.23611618032407
200316;43.22688662911639
201800;43.22688662911639
201833;43.24122084814539
201913;43.22744485360742
202286;43.234332850876406
203317;43.234332850876406
203351;43.22571385127341
204319;43.24323099805842
