LOG_FILE:
alpha:0.5
timer_interval:1000
initial_value:12
2001:660:4701:f080::b
LEGEND:
time[ms];consensus_value
FIRST_DATA
IP_address:2001:660:4701:f080::1
IP_neighbors:
2001:660:4701:f080::a
0;12
763;12
836;42.5
858;63.75
877;48.5
1833;48.5
1851;45.5
1860;44.9375
2770;45.21875
2845;45.21875
2866;46.02734375
2969;46.02734375
3863;46.02734375
3893;45.623046875
4003;46.02734375
4809;45.8251953125
4881;45.8251953125
4908;46.162841796875
5032;46.162841796875
5899;46.162841796875
5934;45.9940185546875
6062;46.505767822265625
6846;46.24989318847656
6919;46.24989318847656
6945;46.54480743408203
7089;46.54480743408203
7939;46.54480743408203
7965;46.3973503112793
8117;46.586551666259766
8881;46.49195098876953
8961;46.49195098876953
8985;46.79240345954895
9157;46.79240345954895
9978;46.79240345954895
10024;45.81085605546832
10201;46.395868038758636
10920;46.10336204711348
10995;46.10336204711348
11020;46.419427609071136
11238;46.419427609071136
12012;46.419427609071136
12037;47.43634888358065
12314;47.261521731110406
12959;47.34893530734553
13028;47.34893530734553
13069;47.2906842399243
13346;47.2906842399243
14047;47.2906842399243
14074;47.84110012779229
14382;47.558620044206464
15031;47.699860085999376
15070;47.699860085999376
15093;47.551927024651604
15414;47.551927024651604
16088;47.551927024651604
16113;47.758213322218566
16445;47.59875864798531
17067;47.67848598510194
17107;47.67848598510194
17153;47.54817544796916
17479;47.54817544796915
18167;47.54817544796915
18192;47.535838669021345
18514;47.457648484998316
19102;47.49674357700983
19186;47.49674357700983
19219;47.436558841624084
19543;47.436558841624084
20220;47.436558841624084
20246;47.3315094371757
20591;47.31649578087883
21148;47.32400260902726
21237;47.32400260902726
21270;47.2864881475799
21630;47.2864881475799
22268;47.2864881475799
22293;47.161030872627194
22666;47.205940632898425
23174;47.18348575276282
23285;47.18348575276282
23306;47.15081711042937
23694;47.15081711042937
24301;47.15081711042937
24326;47.003769308350044
24740;47.02548100542346
25255;47.01462515688675
25318;47.01462515688675
25337;47.0125279544319
25792;47.0125279544319
26333;47.0125279544319
26360;46.90023608296828
26838;46.9197279013864
27314;46.90998199217735
27352;46.90998199217735
27377;46.90153191788298
27852;46.90153191788298
28370;46.90153191788298
28393;46.74898464369579
28884;46.81981500499108
29352;46.784399824343424
29388;46.784399824343424
29417;46.782822204195924
29910;46.782822204195924
30405;46.782822204195924
30429;46.64999485074627
30955;46.68865883012413
31389;46.669326840435204
31424;46.669326840435204
31444;46.681721405787385
31980;46.684820047125434
32441;46.684820047125434
32467;46.55567794232108
33021;46.59932312366587
33428;46.577500532993476
33462;46.577500532993476
33499;46.58866652305355
34058;46.59145802056857
34511;46.59145802056857
34536;46.45155938321625
35096;46.52296812433089
35488;46.48726375377356
35539;46.48726375377356
35586;46.50458640957744
36120;46.508917073528416
36575;46.508917073528416
36599;46.36301322955285
37149;46.418710927579276
37501;46.39086207856606
37590;46.39086207856606
37614;46.41439737158895
38177;46.42028119484467
38608;46.42028119484467
38640;46.27847042062078
39203;46.33554302380049
39532;46.30700672221064
39627;46.30700672221064
39646;46.328258892880896
40248;46.33357193554846
40646;46.33357193554846
40676;46.183601516755374
41260;46.26298925245454
41571;46.22329538460495
41662;46.22329538460495
41683;46.24150917909418
42288;46.24606262771649
42680;46.24606262771649
42707;46.08846334665695
43318;46.15298313828699
43607;46.12072324247197
43699;46.12072324247197
43727;46.149413176062055
44340;46.15658565945957
44715;46.15658565945957
44740;46.00949840984025
45375;46.072224585794515
45630;46.04086149781738
45732;46.04086149781738
45756;46.06636758115448
46404;46.072744101988754
46749;46.072744101988754
46772;45.916970308563464
47438;46.00050160053038
47662;45.95873595454692
47765;45.95873595454692
47790;45.98701764643599
48471;45.97952697527426
48782;45.97952697527426
48806;45.8273322417444
49503;45.89968427292847
49694;45.863508257336434
49801;45.863508257336434
49826;45.89874793903326
50535;45.90755785945746
50816;45.90755785945746
50841;45.76145567926231
51569;45.821271659486804
51728;45.79136366937456
51834;45.79136366937456
51859;45.820076963659616
52591;45.827255287230884
52851;45.827255287230884
52865;45.67166435791701
53669;45.75648880916682
53762;45.714076583541924
53860;45.714076583541924
53902;45.74447886428463
54657;45.738227412881066
54875;45.738227412881066
54894;45.58510577161759
55689;45.65854086654755
55785;45.62182331908257
55892;45.62182331908257
55916;45.6577594351221
56730;45.66674346413199
56909;45.66674346413199
56927;45.520264236448185
57748;45.56160074967321
57822;45.5409324930607
57924;45.5409324930607
57946;45.558848574319626
58777;45.56332759463436
58937;45.56332759463436
58956;45.424515652587345
59805;45.49805662200638
59865;45.46128613729687
59952;45.46128613729687
59976;45.49163807417804
60831;45.491619078812334
60970;45.491619078812334
60994;45.350810670890695
61866;45.42120537716866
61910;45.38600802402968
61989;45.38600802402968
62021;45.42120300274796
62891;45.43000174742752
63007;45.43000174742752
63032;45.29646883774099
63925;45.359784777468334
63945;45.32812680760466
64028;45.32812680760466
64051;45.35940558095159
64953;45.36722527428833
65045;45.36722527428833
65069;45.22965143352886
65988;45.306210647680736
66000;45.26793104060479
66072;45.26793104060479
66096;45.2994191229418
67033;45.29985447488901
67102;45.29985447488901
67121;45.16450211894207
68035;45.16450211894207
68086;45.23239597288915
68112;45.23239597288915
68135;45.23239597288915
69110;45.24942385536932
69128;45.24942385536932
69141;45.10138526436411
70071;45.10138526436411
70137;45.10138526436411
70150;45.17065044194788
70167;45.239915619531644
71154;45.239915619531644
71167;45.20470948047069
71194;45.02972746796861
72102;45.04733053749909
72170;45.04733053749909
72219;45.125733233850355
72241;45.125733233850355
73189;45.125733233850355
73209;44.97779924223393
73264;45.05110027336629
74137;45.01444975780011
74200;45.01444975780011
74224;45.05093378219733
74294;45.050933782197326
75216;45.050933782197326
75240;44.92101868099435
75319;44.98790989916734
76169;44.95446429008084
76231;44.95446429008084
76250;44.98671733565149
76344;44.986717335651484
77243;44.986717335651484
77262;44.86209511499129
77369;44.936352046970896
78200;44.899223580981094
78257;44.899223580981094
78276;44.9300423033046
78399;44.9300423033046
79267;44.9300423033046
79291;44.80827432232135
79426;44.86967408251024
80239;44.8389742024158
80286;44.8389742024158
80304;44.869803024934555
80452;44.86980302493455
81298;44.86980302493455
81322;44.75343570575845
81484;44.81142608292761
82288;44.78243089434303
82313;44.78243089434303
82335;44.80940264031075
82517;44.80940264031075
83330;44.80940264031075
83353;44.69928279568488
83544;44.7642041924086
84323;44.73174349404674
84341;44.73174349404674
84364;44.75530676545665
84574;44.75530676545665
85360;44.75530676545665
85382;44.64878038993342
85604;44.697432311537135
86360;44.673106350735274
86370;44.673106350735274
86394;44.696279494997654
86639;44.696279494997654
87386;44.696279494997654
87406;44.595780402236514
87668;44.64317846485162
88398;44.619479433544065
88408;44.619479433544065
88432;44.6374550737534
88697;44.6374550737534
89425;44.6374550737534
89444;44.54374080960305
89723;44.596623382869446
90433;44.570182096236245
90445;44.570182096236245
90467;44.58982076196726
90747;44.58982076196726
91461;44.58982076196726
